what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388706790942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388706801517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388706810399
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388706816688
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388706823279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1388706831171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388706838053
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388706856956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388706872396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388706877816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388706887361
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1388706889315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388706889460
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1388706893717
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388706900564
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388706912253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388707014574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1388707019837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1388707020365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388707021432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388707077887
